Year,Donor.Name,variable,value
2021,International Development Association,Child health,747.8921221
2012,International Labour Organisation,Child health,0.01086552
2013,International Labour Organisation,Child health,0.01078118
2017,International Labour Organisation,Child health,0.03081653
2020,International Labour Organisation,Child health,0.02045794
2021,International Labour Organisation,Child health,0.0132312
2011,Ireland,Child health,26.78726532
2012,Ireland,Child health,26.85365287
2013,Ireland,Child health,31.03233985
2014,Ireland,Child health,35.81195602
2015,Ireland,Child health,27.68015848
2016,Ireland,Child health,26.40340222
2017,Ireland,Child health,29.8659206
2018,Ireland,Child health,27.91351862
2019,Ireland,Child health,27.65526941
2020,Ireland,Child health,27.18712241
2021,Ireland,Child health,25.4603755
2011,Islamic Development Bank,Child health,0
2012,Islamic Development Bank,Child health,0
2013,Islamic Development Bank,Child health,0
2014,Islamic Development Bank,Child health,0
2015,Islamic Development Bank,Child health,0
2016,Islamic Development Bank,Child health,0
2017,Islamic Development Bank,Child health,0
2018,Islamic Development Bank,Child health,0
2019,Islamic Development Bank,Child health,10.05017934
2020,Islamic Development Bank,Child health,5.580575847
2021,Islamic Development Bank,Child health,0
2015,Israel,Child health,0.004480588
2011,Italy,Child health,22.39071983
2012,Italy,Child health,13.88889872
2013,Italy,Child health,14.17865024
2014,Italy,Child health,17.47596679
2015,Italy,Child health,26.8947684
2016,Italy,Child health,25.29659092
2017,Italy,Child health,49.39447315
2018,Italy,Child health,39.38948532
2019,Italy,Child health,37.03537313
2020,Italy,Child health,33.63706737
2021,Italy,Child health,35.35271603
2011,Japan,Child health,121.2213268
2012,Japan,Child health,144.2630493
2013,Japan,Child health,186.9106115
2014,Japan,Child health,162.5280574
2015,Japan,Child health,182.8658766
2016,Japan,Child health,186.8058493
2017,Japan,Child health,194.06102
2018,Japan,Child health,142.2981889
2019,Japan,Child health,151.811884
2020,Japan,Child health,148.0904935
2021,Japan,Child health,299.608494
2013,Kazakhstan,Child health,0.005433384
2014,Kazakhstan,Child health,0.029907447
2015,Kazakhstan,Child health,0.541362377
2016,Kazakhstan,Child health,0.168501626
2017,Kazakhstan,Child health,0.005039236
2018,Kazakhstan,Child health,0.836162199
2019,Kazakhstan,Child health,0.540622541
2020,Kazakhstan,Child health,0.978734163
2021,Kazakhstan,Child health,0.275003752
2011,Korea,Child health,33.58874489
2012,Korea,Child health,42.72055895
2013,Korea,Child health,45.62055035
2014,Korea,Child health,48.62686246
2015,Korea,Child health,51.66385894
2016,Korea,Child health,63.15113638
2017,Korea,Child health,61.58088694
2018,Korea,Child health,57.90823741
2019,Korea,Child health,61.34734853
2020,Korea,Child health,54.81411149
2021,Korea,Child health,106.9900537
2011,Kuwait,Child health,6.679298775
2012,Kuwait,Child health,3.65908402
2013,Kuwait,Child health,1.407109996
2014,Kuwait,Child health,2.279301774
2015,Kuwait,Child health,0.167339877
2016,Kuwait,Child health,2.697437182
2017,Kuwait,Child health,1.204108125
2018,Kuwait,Child health,11.87362679
2019,Kuwait,Child health,12.01510143
2020,Kuwait,Child health,9.399836178
2021,Kuwait,Child health,8.481441903
2016,Latvia,Child health,0.048468109
2017,Latvia,Child health,0.069348044
2018,Latvia,Child health,0.03350965
2019,Latvia,Child health,0.029108915
2020,Latvia,Child health,0.028356544
2021,Latvia,Child health,0.01796679
2021,Liechtenstein,Child health,0.267676774
2014,Lithuania,Child health,0.024988708
2015,Lithuania,Child health,0.232287885
2016,Lithuania,Child health,0.223696285
2017,Lithuania,Child health,0.043070204
2018,Lithuania,Child health,0.075320012
2019,Lithuania,Child health,0.060751312
2020,Lithuania,Child health,0.087706949
2021,Lithuania,Child health,0.060743496
2011,Luxembourg,Child health,14.61533881
2012,Luxembourg,Child health,13.90709451
2013,Luxembourg,Child health,16.172208
2014,Luxembourg,Child health,14.49690013
2015,Luxembourg,Child health,12.68400275
2016,Luxembourg,Child health,10.80821459
2017,Luxembourg,Child health,14.07051356
2018,Luxembourg,Child health,14.44949474
2019,Luxembourg,Child health,22.66774532
2020,Luxembourg,Child health,12.43994661
2021,Luxembourg,Child health,15.6009667
2015,Malta,Child health,0.091630881
2016,Malta,Child health,0.32236564
2017,Malta,Child health,0.252273007
2018,Malta,Child health,0.278082092
2019,Malta,Child health,0.451407048
2021,Malta,Child health,0.042486198
2011,Netherlands,Child health,86.92586835
2012,Netherlands,Child health,81.25012137
2013,Netherlands,Child health,80.30826204
2014,Netherlands,Child health,86.35211388
2015,Netherlands,Child health,98.68885217
2016,Netherlands,Child health,108.3758832
2017,Netherlands,Child health,85.85509988
2018,Netherlands,Child health,126.1006271
2019,Netherlands,Child health,93.18647998
2020,Netherlands,Child health,106.8462036
2021,Netherlands,Child health,110.7617968
2011,New Zealand,Child health,8.792213245
2012,New Zealand,Child health,9.044452661
2013,New Zealand,Child health,7.640571756
2014,New Zealand,Child health,7.91841128
2015,New Zealand,Child health,5.975551367
2016,New Zealand,Child health,5.265333079
2017,New Zealand,Child health,5.615750109
2018,New Zealand,Child health,7.229937917
2019,New Zealand,Child health,7.557421806
2020,New Zealand,Child health,6.832429899
2021,New Zealand,Child health,7.366521829
2011,Nordic Development Fund,Child health,0.000308495
2012,Nordic Development Fund,Child health,0.001334179
2013,Nordic Development Fund,Child health,0.001035584
2014,Nordic Development Fund,Child health,0.00691317
2015,Nordic Development Fund,Child health,0.168803747
2016,Nordic Development Fund,Child health,0.010259106
2017,Nordic Development Fund,Child health,0.00301587
2018,Nordic Development Fund,Child health,0
2019,Nordic Development Fund,Child health,0.0091443
2020,Nordic Development Fund,Child health,0.040262321
2021,Nordic Development Fund,Child health,0.70581765
2011,Norway,Child health,44.30003297
2012,Norway,Child health,46.39105034
2013,Norway,Child health,58.54543567
2014,Norway,Child health,68.99467382
2015,Norway,Child health,74.30089729
2016,Norway,Child health,80.70690041
2017,Norway,Child health,91.81680675
2018,Norway,Child health,88.81763429
2019,Norway,Child health,88.45912716
2020,Norway,Child health,85.81356429
2021,Norway,Child health,81.68349853
2011,OPEC Fund for International Development,Child health,6.957773654
2012,OPEC Fund for International Development,Child health,9.23593639
2013,OPEC Fund for International Development,Child health,7.61417869
2014,OPEC Fund for International Development,Child health,10.4548977
2015,OPEC Fund for International Development,Child health,7.126098465
2016,OPEC Fund for International Development,Child health,5.262342875
2017,OPEC Fund for International Development,Child health,5.836453834
2018,OPEC Fund for International Development,Child health,8.357189557
2019,OPEC Fund for International Development,Child health,5.61334267
2020,OPEC Fund for International Development,Child health,14.19335044
2021,OPEC Fund for International Development,Child health,12.56820567
2013,Poland,Child health,0.729636504
2014,Poland,Child health,0.398034348
2015,Poland,Child health,0.636499128
2016,Poland,Child health,1.514019067
2017,Poland,Child health,1.93169855
2018,Poland,Child health,1.60498961
2019,Poland,Child health,3.800422075
2020,Poland,Child health,3.958778252
2021,Poland,Child health,1.252298989
2011,Portugal,Child health,3.816765967
2012,Portugal,Child health,3.533751351
2013,Portugal,Child health,3.947976163
2014,Portugal,Child health,4.605955088
2015,Portugal,Child health,6.738647074
2016,Portugal,Child health,3.506872598
2017,Portugal,Child health,1.672416242
2018,Portugal,Child health,2.31900345
2019,Portugal,Child health,3.477216232
2020,Portugal,Child health,2.545805655
2021,Portugal,Child health,1.826073059
2019,Qatar,Child health,7.301580329
2020,Qatar,Child health,14.02363491
2021,Qatar,Child health,19.84955133
2014,Romania,Child health,0.938836467
2015,Romania,Child health,0.040322921
2016,Romania,Child health,0.282326308
2017,Romania,Child health,0.229894928
2018,Romania,Child health,0.366562243
2019,Romania,Child health,0.365858925
2020,Romania,Child health,0.315692044
2021,Romania,Child health,0.202590637
2019,Russia,Child health,9.478766644
2020,Russia,Child health,16.68706317
2015,Saudi Arabia,Child health,35.30018486
2016,Saudi Arabia,Child health,47.87759579
2017,Saudi Arabia,Child health,32.35809466
2018,Saudi Arabia,Child health,85.45116057
2019,Saudi Arabia,Child health,68.14913469
2020,Saudi Arabia,Child health,51.4662076
2021,Saudi Arabia,Child health,78.4207161
2013,Slovak Republic,Child health,0.178039863
2014,Slovak Republic,Child health,0.133508329
2015,Slovak Republic,Child health,0.189221679
2016,Slovak Republic,Child health,0.266287139
2017,Slovak Republic,Child health,0.937932031
2018,Slovak Republic,Child health,0.563313052
2019,Slovak Republic,Child health,0.422603277
2020,Slovak Republic,Child health,0.571314614
2021,Slovak Republic,Child health,0.364558729
2011,Slovenia,Child health,0.132094788
2012,Slovenia,Child health,0.469829451
2013,Slovenia,Child health,0.31222019
2014,Slovenia,Child health,0.054646608
2015,Slovenia,Child health,0.092380043
2016,Slovenia,Child health,0.145432737
2017,Slovenia,Child health,0.133350179
2018,Slovenia,Child health,0.116895318
2019,Slovenia,Child health,0.100891726
2020,Slovenia,Child health,0.112434353
2021,Slovenia,Child health,0.148607132
2011,Spain,Child health,50.70789549
2012,Spain,Child health,24.49629634
2013,Spain,Child health,26.10556862
2014,Spain,Child health,19.66156291
2015,Spain,Child health,16.50870165
2016,Spain,Child health,18.23806213
2017,Spain,Child health,20.55627159
2018,Spain,Child health,19.95673315
2019,Spain,Child health,18.83916405
2020,Spain,Child health,22.96087936
2021,Spain,Child health,33.03639619
2011,Sweden,Child health,44.30684641
2012,Sweden,Child health,69.81517389
2013,Sweden,Child health,61.5941892
2014,Sweden,Child health,61.23857061
2015,Sweden,Child health,53.38223122
2016,Sweden,Child health,68.62431898
2017,Sweden,Child health,81.17969865
2018,Sweden,Child health,87.69756739
2019,Sweden,Child health,91.4038296
2020,Sweden,Child health,93.31377335
2021,Sweden,Child health,96.22726439
2011,Switzerland,Child health,39.75740542
2012,Switzerland,Child health,41.52871288
2013,Switzerland,Child health,47.39604085
2014,Switzerland,Child health,62.24996291
2015,Switzerland,Child health,59.93195144
2016,Switzerland,Child health,51.51336223
2017,Switzerland,Child health,52.33338785
2018,Switzerland,Child health,52.04984231
2019,Switzerland,Child health,54.09467591
2020,Switzerland,Child health,92.23126854
2021,Switzerland,Child health,108.651783
2016,Thailand,Child health,0.038605057
2017,Thailand,Child health,0
2021,Thailand,Child health,0.031039495
2014,Timor-Leste,Child health,0.78078539
2015,Timor-Leste,Child health,0.151865624
2015,Türkiye,Child health,85.11717767
2016,Türkiye,Child health,187.2045772
2017,Türkiye,Child health,252.6348665
2018,Türkiye,Child health,310.2039953
2019,Türkiye,Child health,304.5009511
2020,Türkiye,Child health,260.3289251
2021,Türkiye,Child health,226.6329846
2021,UN Capital Development Fund,Child health,0.002846251
2011,UN Peacebuilding Fund,Child health,0.00011615
2012,UN Peacebuilding Fund,Child health,0.14701115
2013,UN Peacebuilding Fund,Child health,0.049868701
2014,UN Peacebuilding Fund,Child health,0.101116936
2015,UN Peacebuilding Fund,Child health,0.098745214
2016,UN Peacebuilding Fund,Child health,0.003754482
2017,UN Peacebuilding Fund,Child health,0.020388262
2019,UN Peacebuilding Fund,Child health,0
2021,UN Peacebuilding Fund,Child health,0.28521308
2011,UNAIDS,Child health,0.211643093
2012,UNAIDS,Child health,0.203648513
2013,UNAIDS,Child health,0.193028379
2014,UNAIDS,Child health,12.45782051
2015,UNAIDS,Child health,0.151805399
2016,UNAIDS,Child health,0.121086208
2017,UNAIDS,Child health,0.095656371
